Epoch	Training_time	Train_Loss	Train_Acc	Val_ACC	Tst_ACC
1	0.02186751365661621	2.0962307453155518	0.14285714285714285	0.156	0.144
2	0.0009996891021728516	7.028019905090332	0.14285714285714285	0.162	0.149
3	0.0008275508880615234	9.908724784851074	0.14285714285714285	0.122	0.13
4	0.000804901123046875	8.939395904541016	0.2357142857142857	0.078	0.102
5	0.0007948875427246094	7.310690402984619	0.4	0.332	0.326
6	0.0007979869842529297	6.495011329650879	0.14285714285714285	0.316	0.319
7	0.0007920265197753906	4.105916976928711	0.35714285714285715	0.256	0.25
8	0.0007727146148681641	3.791489601135254	0.17142857142857143	0.156	0.147
9	0.0007035732269287109	2.7881102561950684	0.2785714285714286	0.166	0.15
10	0.000690460205078125	3.2627687454223633	0.20714285714285716	0.144	0.158
11	0.0007774829864501953	3.9256865978240967	0.2357142857142857	0.206	0.189
12	0.0007748603820800781	3.447143077850342	0.21428571428571427	0.154	0.14
13	0.0007748603820800781	2.1645383834838867	0.39285714285714285	0.288	0.288
14	0.0007741451263427734	1.844817042350769	0.32857142857142857	0.37	0.399
15	0.0007128715515136719	1.5058740377426147	0.35	0.382	0.402
16	0.0008184909820556641	1.3018804788589478	0.5357142857142857	0.338	0.378
17	0.00078582763671875	1.3611259460449219	0.45714285714285713	0.308	0.318
18	0.0007016658782958984	1.238883376121521	0.5285714285714286	0.332	0.344
19	0.00069427490234375	0.9843848943710327	0.6857142857142857	0.474	0.485
20	0.000823974609375	0.890944242477417	0.7142857142857143	0.484	0.484
21	0.0007908344268798828	0.7023869752883911	0.8785714285714286	0.704	0.723
22	0.000812530517578125	0.7157376408576965	0.7357142857142858	0.686	0.687
23	0.0007832050323486328	0.7723063826560974	0.7928571428571428	0.68	0.701
24	0.000690460205078125	0.6696333885192871	0.8785714285714286	0.734	0.766
25	0.0007197856903076172	0.5851852893829346	0.9142857142857143	0.688	0.725
26	0.0008745193481445312	0.5774564743041992	0.8857142857142857	0.64	0.639
27	0.0007824897766113281	0.5710719227790833	0.9214285714285714	0.716	0.721
28	0.0007872581481933594	0.5277547240257263	0.9428571428571428	0.794	0.812
29	0.0007750988006591797	0.5171608924865723	0.9285714285714286	0.776	0.823
30	0.000789642333984375	0.5096036791801453	0.9214285714285714	0.774	0.807
31	0.0007767677307128906	0.5053866505622864	0.9071428571428571	0.772	0.78
32	0.0007724761962890625	0.48667412996292114	0.9285714285714286	0.776	0.788
33	0.0006875991821289062	0.46520134806632996	0.9428571428571428	0.802	0.832
34	0.0006916522979736328	0.4676995873451233	0.9285714285714286	0.798	0.841
35	0.0006899833679199219	0.4557379186153412	0.9357142857142857	0.796	0.844
36	0.0006842613220214844	0.44679850339889526	0.9428571428571428	0.8	0.835
37	0.0006840229034423828	0.4407837688922882	0.9357142857142857	0.8	0.822
38	0.0006880760192871094	0.43405085802078247	0.95	0.788	0.81
39	0.0006983280181884766	0.42854368686676025	0.95	0.786	0.824
40	0.0006930828094482422	0.41962236166000366	0.9357142857142857	0.794	0.829
41	0.0006892681121826172	0.4189257323741913	0.9285714285714286	0.796	0.846
42	0.0006849765777587891	0.40602540969848633	0.95	0.792	0.83
43	0.0006885528564453125	0.400416761636734	0.95	0.796	0.822
44	0.0006821155548095703	0.39271700382232666	0.9428571428571428	0.798	0.842
45	0.0007531642913818359	0.3813666105270386	0.9428571428571428	0.8	0.848
46	0.0007240772247314453	0.37738141417503357	0.95	0.79	0.824
47	0.0014312267303466797	0.36457908153533936	0.9428571428571428	0.808	0.85
48	0.0013988018035888672	0.355101078748703	0.9428571428571428	0.804	0.842
49	0.0007889270782470703	0.3449750244617462	0.95	0.802	0.843
50	0.0008001327514648438	0.3350418508052826	0.9571428571428572	0.808	0.844
51	0.0016608238220214844	0.32995641231536865	0.9428571428571428	0.798	0.841
52	0.0007035732269287109	0.3270125687122345	0.95	0.808	0.835
53	0.0007805824279785156	0.31509655714035034	0.9571428571428572	0.792	0.829
54	0.002117633819580078	0.2965444326400757	0.95	0.808	0.85
55	0.0008034706115722656	0.29964664578437805	0.9571428571428572	0.792	0.815
56	0.0007426738739013672	0.28785738348960876	0.95	0.796	0.843
57	0.0006718635559082031	0.2789558470249176	0.9642857142857143	0.796	0.836
58	0.0005886554718017578	0.2653537392616272	0.9714285714285714	0.812	0.835
59	0.0007183551788330078	0.26921480894088745	0.9642857142857143	0.792	0.848
60	0.0005886554718017578	0.24884259700775146	0.9642857142857143	0.808	0.841
61	0.0006723403930664062	0.2491140067577362	0.9642857142857143	0.808	0.828
62	0.0009367465972900391	0.24039402604103088	0.9714285714285714	0.804	0.841
63	0.002613544464111328	0.23504996299743652	0.9571428571428572	0.818	0.847
64	0.0006327629089355469	0.23251326382160187	0.9642857142857143	0.794	0.836
65	0.0005953311920166016	0.2732853889465332	0.9357142857142857	0.786	0.827
66	0.0006864070892333984	0.30947384238243103	0.9142857142857143	0.736	0.751
67	0.002519369125366211	0.26401057839393616	0.9571428571428572	0.794	0.825
68	0.0008375644683837891	0.23539093136787415	0.9428571428571428	0.79	0.839
69	0.0006930828094482422	0.27047431468963623	0.9428571428571428	0.768	0.784
70	0.0022780895233154297	0.20414355397224426	0.9785714285714285	0.814	0.839
71	0.0006699562072753906	0.24779976904392242	0.95	0.786	0.831
72	0.00057220458984375	0.19786126911640167	0.9714285714285714	0.806	0.842
73	0.0017247200012207031	0.21812526881694794	0.9642857142857143	0.794	0.816
74	0.0005640983581542969	0.20241503417491913	0.9642857142857143	0.814	0.827
75	0.0006005764007568359	0.20651620626449585	0.9642857142857143	0.802	0.847
76	0.0017209053039550781	0.2117002308368683	0.9785714285714285	0.782	0.81
77	0.0006394386291503906	0.19870173931121826	0.9642857142857143	0.796	0.834
78	0.0006809234619140625	0.1858147829771042	0.9714285714285714	0.81	0.842
79	0.0006589889526367188	0.18633542954921722	0.9857142857142858	0.818	0.84
80	0.0006265640258789062	0.18252290785312653	0.9714285714285714	0.798	0.835
81	0.0005686283111572266	0.18775229156017303	0.9785714285714285	0.786	0.821
82	0.0006206035614013672	0.1683456301689148	0.9785714285714285	0.812	0.845
83	0.0005605220794677734	0.1798938661813736	0.9857142857142858	0.806	0.832
84	0.0005645751953125	0.1681145876646042	0.9857142857142858	0.826	0.851
85	0.0005929470062255859	0.16999919712543488	0.9857142857142858	0.808	0.836
86	0.000644683837890625	0.16876861453056335	0.9785714285714285	0.808	0.836
87	0.0005571842193603516	0.16631105542182922	0.9857142857142858	0.814	0.837
88	0.0005524158477783203	0.1682593822479248	0.9714285714285714	0.814	0.843
89	0.0006318092346191406	0.16454657912254333	1.0	0.808	0.838
90	0.0005514621734619141	0.16131292283535004	0.9785714285714285	0.804	0.839
91	0.0005474090576171875	0.1573410928249359	0.9928571428571429	0.81	0.843
92	0.0005576610565185547	0.1557624340057373	0.9857142857142858	0.812	0.842
93	0.0005583763122558594	0.15194998681545258	0.9928571428571429	0.818	0.848
94	0.0005557537078857422	0.15379513800144196	1.0	0.822	0.841
95	0.0005571842193603516	0.15066708624362946	0.9785714285714285	0.814	0.84
96	0.0005512237548828125	0.15307803452014923	0.9928571428571429	0.8	0.828
97	0.0005521774291992188	0.1628587245941162	0.9714285714285714	0.802	0.838
98	0.0005693435668945312	0.22649405896663666	0.9571428571428572	0.764	0.77
99	0.0005571842193603516	0.4738869369029999	0.8428571428571429	0.716	0.747
100	0.0005497932434082031	0.23487570881843567	0.9214285714285714	0.73	0.759
101	0.0005564689636230469	0.30420243740081787	0.9142857142857143	0.728	0.736
102	0.0005564689636230469	0.40752747654914856	0.8714285714285714	0.714	0.753
103	0.0005521774291992188	0.3019756078720093	0.9071428571428571	0.718	0.743
104	0.0005552768707275391	0.23385363817214966	0.9357142857142857	0.746	0.77
105	0.0005521774291992188	0.27574101090431213	0.9142857142857143	0.744	0.764
106	0.0005831718444824219	0.20971180498600006	0.9571428571428572	0.772	0.821
107	0.0005509853363037109	0.27969589829444885	0.9214285714285714	0.76	0.788
108	0.0005645751953125	0.22248928248882294	0.9428571428571428	0.74	0.778
109	0.0005495548248291016	0.1552615463733673	0.9714285714285714	0.8	0.815
110	0.0005533695220947266	0.26109570264816284	0.9357142857142857	0.744	0.776
111	0.0005664825439453125	0.16538748145103455	0.9642857142857143	0.802	0.837
112	0.0005576610565185547	0.14571158587932587	0.9714285714285714	0.794	0.837
113	0.0005576610565185547	0.19921095669269562	0.9642857142857143	0.746	0.778
114	0.0005543231964111328	0.1325962245464325	0.9928571428571429	0.804	0.823
1	0.00201416015625	1.9767508506774902	0.14285714285714285	0.122	0.13
2	0.0005955696105957031	8.381264686584473	0.14285714285714285	0.316	0.319
3	0.0006890296936035156	8.327556610107422	0.16428571428571428	0.172	0.152
4	0.00058746337890625	7.218358993530273	0.29285714285714287	0.214	0.208
5	0.0005636215209960938	6.917261123657227	0.14285714285714285	0.072	0.092
6	0.0005543231964111328	6.2894768714904785	0.14285714285714285	0.114	0.103
7	0.0005497932434082031	3.39050030708313	0.15	0.156	0.144
8	0.0005533695220947266	4.273123741149902	0.14285714285714285	0.122	0.13
9	0.0005466938018798828	3.430428981781006	0.14285714285714285	0.162	0.149
10	0.0005533695220947266	2.605654001235962	0.35	0.398	0.406
11	0.00058746337890625	2.71234393119812	0.4142857142857143	0.402	0.43
12	0.0005903244018554688	2.3319694995880127	0.3357142857142857	0.164	0.216
13	0.0005638599395751953	1.4965921640396118	0.5285714285714286	0.314	0.34
14	0.0005517005920410156	1.4005882740020752	0.5428571428571428	0.344	0.362
15	0.0005483627319335938	1.6791183948516846	0.4142857142857143	0.332	0.32
16	0.0005772113800048828	1.4944748878479004	0.4928571428571429	0.344	0.343
17	0.0005567073822021484	1.1427028179168701	0.7	0.52	0.521
18	0.0005826950073242188	1.1533660888671875	0.5071428571428571	0.396	0.374
19	0.0005655288696289062	1.0651817321777344	0.6428571428571429	0.434	0.417
20	0.0005609989166259766	0.9481741786003113	0.8714285714285714	0.728	0.778
21	0.0005741119384765625	0.9195502400398254	0.8	0.678	0.716
22	0.0005543231964111328	0.8653450012207031	0.8428571428571429	0.696	0.731
23	0.0005648136138916016	0.8550218343734741	0.9	0.7	0.74
24	0.0005567073822021484	0.8324927687644958	0.9	0.686	0.713
25	0.0005564689636230469	0.773919939994812	0.9071428571428571	0.752	0.788
26	0.0007238388061523438	0.7366901636123657	0.9214285714285714	0.792	0.827
27	0.0021173954010009766	0.7204744815826416	0.9071428571428571	0.8	0.832
28	0.0006339550018310547	0.6970184445381165	0.9	0.792	0.827
29	0.0005834102630615234	0.667041003704071	0.9071428571428571	0.784	0.821
30	0.0006275177001953125	0.6409047842025757	0.9285714285714286	0.79	0.805
31	0.0005829334259033203	0.6139577031135559	0.9428571428571428	0.78	0.795
32	0.0006661415100097656	0.5886824727058411	0.9357142857142857	0.802	0.816
33	0.0006251335144042969	0.5661892890930176	0.9214285714285714	0.814	0.833
34	0.0009610652923583984	0.5438955426216125	0.9214285714285714	0.81	0.835
35	0.0024275779724121094	0.520807683467865	0.9142857142857143	0.81	0.834
36	0.0005869865417480469	0.4935312569141388	0.9357142857142857	0.814	0.838
37	0.0006253719329833984	0.4729882478713989	0.9285714285714286	0.794	0.833
38	0.0005655288696289062	0.45359957218170166	0.9285714285714286	0.8	0.83
39	0.0008804798126220703	0.48117145895957947	0.8785714285714286	0.752	0.801
40	0.0023016929626464844	0.4859505891799927	0.8642857142857143	0.684	0.713
41	0.0005860328674316406	0.43173733353614807	0.9142857142857143	0.758	0.776
42	0.0005877017974853516	0.4267946779727936	0.9214285714285714	0.776	0.823
43	0.0005931854248046875	0.3995770514011383	0.9142857142857143	0.79	0.836
44	0.0006816387176513672	0.390436589717865	0.9285714285714286	0.778	0.803
45	0.0006115436553955078	0.38091742992401123	0.9428571428571428	0.776	0.805
46	0.0005757808685302734	0.3591850697994232	0.9285714285714286	0.802	0.837
47	0.0011713504791259766	0.3581305146217346	0.9214285714285714	0.79	0.838
48	0.0005719661712646484	0.3429625332355499	0.9428571428571428	0.81	0.833
49	0.0005881786346435547	0.33316224813461304	0.95	0.806	0.82
50	0.002555370330810547	0.32954296469688416	0.9571428571428572	0.8	0.823
51	0.0005600452423095703	0.31458085775375366	0.95	0.804	0.833
52	0.0006539821624755859	0.31228646636009216	0.9571428571428572	0.802	0.833
53	0.0024538040161132812	0.3008071780204773	0.9642857142857143	0.816	0.842
54	0.0006413459777832031	0.29689714312553406	0.9642857142857143	0.806	0.832
55	0.0006487369537353516	0.288865864276886	0.95	0.804	0.837
56	0.0005671977996826172	0.2866857647895813	0.95	0.802	0.835
57	0.0005519390106201172	0.27369529008865356	0.9571428571428572	0.812	0.845
58	0.0006461143493652344	0.27058595418930054	0.9642857142857143	0.81	0.841
59	0.0006091594696044922	0.261964350938797	0.9642857142857143	0.814	0.836
60	0.0005865097045898438	0.2583104372024536	0.9642857142857143	0.81	0.842
61	0.0005588531494140625	0.25013187527656555	0.9642857142857143	0.812	0.841
62	0.0005655288696289062	0.24624435603618622	0.9642857142857143	0.808	0.844
63	0.0005519390106201172	0.24297240376472473	0.9642857142857143	0.804	0.844
64	0.0005447864532470703	0.26035770773887634	0.9571428571428572	0.786	0.816
65	0.0005490779876708984	0.2802315950393677	0.9285714285714286	0.776	0.828
66	0.0005562305450439453	0.24722442030906677	0.9857142857142858	0.802	0.818
67	0.0005550384521484375	0.22886665165424347	0.9642857142857143	0.806	0.838
68	0.0005483627319335938	0.24608513712882996	0.9428571428571428	0.788	0.834
69	0.0005452632904052734	0.22100892663002014	0.9714285714285714	0.806	0.833
70	0.000553131103515625	0.2222243994474411	0.9785714285714285	0.804	0.828
71	0.0005512237548828125	0.22449612617492676	0.9714285714285714	0.79	0.839
72	0.0005576610565185547	0.20480817556381226	0.9785714285714285	0.812	0.839
73	0.0005602836608886719	0.2088770866394043	0.9642857142857143	0.804	0.837
74	0.0005483627319335938	0.21655341982841492	0.9714285714285714	0.802	0.829
75	0.0005457401275634766	0.1942824423313141	0.9714285714285714	0.814	0.847
76	0.0005679130554199219	0.19413430988788605	0.9714285714285714	0.814	0.849
77	0.0005462169647216797	0.19977755844593048	0.9785714285714285	0.806	0.832
78	0.0005471706390380859	0.18830542266368866	0.9785714285714285	0.814	0.84
79	0.0005457401275634766	0.1863299161195755	0.9785714285714285	0.806	0.836
80	0.0005495548248291016	0.18257547914981842	0.9857142857142858	0.814	0.845
81	0.0005538463592529297	0.1789495348930359	0.9785714285714285	0.806	0.831
82	0.0005486011505126953	0.17534786462783813	0.9785714285714285	0.812	0.84
83	0.0005621910095214844	0.17395101487636566	0.9785714285714285	0.81	0.844
84	0.0005459785461425781	0.17400555312633514	0.9928571428571429	0.82	0.835
85	0.0006554126739501953	0.1722361445426941	0.9785714285714285	0.816	0.836
86	0.0006577968597412109	0.190129816532135	0.9714285714285714	0.786	0.814
87	0.0005748271942138672	0.2486688643693924	0.9428571428571428	0.792	0.814
88	0.0005490779876708984	0.1882483959197998	0.9785714285714285	0.8	0.813
89	0.0005857944488525391	0.17588843405246735	0.9714285714285714	0.81	0.837
90	0.0005452632904052734	0.18737797439098358	0.9642857142857143	0.802	0.829
91	0.0005548000335693359	0.17546439170837402	0.9714285714285714	0.806	0.813
92	0.0005838871002197266	0.19329246878623962	0.9642857142857143	0.786	0.82
93	0.0005588531494140625	0.16879719495773315	0.9785714285714285	0.806	0.838
94	0.0005483627319335938	0.17071758210659027	0.9857142857142858	0.806	0.816
95	0.0005440711975097656	0.15626311302185059	0.9785714285714285	0.808	0.842
96	0.0005457401275634766	0.15826444327831268	0.9857142857142858	0.796	0.826
97	0.0005562305450439453	0.14984014630317688	0.9857142857142858	0.812	0.839
98	0.0005447864532470703	0.15663057565689087	0.9642857142857143	0.806	0.832
99	0.0005719661712646484	0.14369113743305206	0.9928571428571429	0.814	0.837
100	0.0005507469177246094	0.14847518503665924	0.9857142857142858	0.804	0.836
101	0.0005452632904052734	0.14109262824058533	0.9785714285714285	0.812	0.844
102	0.0005881786346435547	0.14863164722919464	0.9928571428571429	0.818	0.822
