Epoch	Training_time	Train_Loss	Train_Acc	Val_ACC	Tst_ACC
1	0.09990572929382324	1.0961978435516357	0.45	0.48	0.472
2	0.0013508796691894531	1.0721224546432495	0.5333333333333333	0.344	0.338
3	0.0011060237884521484	1.0477746725082397	0.75	0.534	0.54
4	0.001009225845336914	1.018559217453003	0.8833333333333333	0.682	0.677
5	0.0010302066802978516	0.9835072755813599	0.9	0.724	0.73
6	0.0009756088256835938	0.9431229829788208	0.9333333333333333	0.756	0.738
7	0.0010497570037841797	0.8983222842216492	0.9333333333333333	0.762	0.742
8	0.0009744167327880859	0.8505046367645264	0.9333333333333333	0.764	0.745
9	0.0008854866027832031	0.8014041781425476	0.95	0.76	0.748
10	0.0008606910705566406	0.7525792717933655	0.9333333333333333	0.77	0.752
11	0.000885009765625	0.705302894115448	0.95	0.776	0.766
12	0.0008685588836669922	0.6605478525161743	0.95	0.78	0.765
13	0.0008721351623535156	0.6188066601753235	0.95	0.786	0.769
14	0.0009400844573974609	0.5805199146270752	0.95	0.79	0.769
15	0.0010106563568115234	0.5458498597145081	0.95	0.8	0.776
16	0.0010275840759277344	0.5147806406021118	0.95	0.808	0.778
17	0.0009453296661376953	0.4870910346508026	0.95	0.808	0.779
18	0.0009903907775878906	0.46265557408332825	0.9666666666666667	0.804	0.783
19	0.0009846687316894531	0.44121986627578735	0.9666666666666667	0.808	0.782
20	0.0009946823120117188	0.4224047362804413	0.9666666666666667	0.812	0.783
21	0.0008857250213623047	0.40585094690322876	0.9666666666666667	0.804	0.785
22	0.0009059906005859375	0.3913024663925171	0.9666666666666667	0.808	0.791
23	0.0008540153503417969	0.37835201621055603	0.9666666666666667	0.812	0.79
24	0.0010404586791992188	0.36672863364219666	0.9666666666666667	0.814	0.791
25	0.0009808540344238281	0.3562104403972626	0.9666666666666667	0.81	0.792
26	0.0009400844573974609	0.3464928865432739	0.9666666666666667	0.808	0.792
27	0.0009517669677734375	0.3375045955181122	0.9666666666666667	0.806	0.787
28	0.0009353160858154297	0.3293379247188568	0.9833333333333333	0.804	0.791
29	0.0009334087371826172	0.3214208483695984	0.9666666666666667	0.804	0.789
30	0.0008471012115478516	0.313833624124527	0.9833333333333333	0.808	0.795
31	0.0008733272552490234	0.3067222833633423	0.9833333333333333	0.808	0.795
32	0.0008440017700195312	0.30035361647605896	0.9666666666666667	0.808	0.788
33	0.0009291172027587891	0.2943699061870575	0.9833333333333333	0.808	0.796
34	0.000865936279296875	0.28835973143577576	0.9833333333333333	0.81	0.794
35	0.0010042190551757812	0.28315767645835876	0.9833333333333333	0.81	0.793
36	0.001111745834350586	0.27865979075431824	0.9833333333333333	0.806	0.794
37	0.0010378360748291016	0.2738059461116791	0.9833333333333333	0.812	0.792
38	0.0010361671447753906	0.26967567205429077	0.9833333333333333	0.81	0.796
39	0.0010039806365966797	0.2661728262901306	0.9833333333333333	0.806	0.796
40	0.0010745525360107422	0.2627257704734802	0.9833333333333333	0.816	0.79
41	0.0009899139404296875	0.2596254050731659	0.9833333333333333	0.808	0.798
42	0.0029048919677734375	0.2568156123161316	0.9833333333333333	0.808	0.794
43	0.003111600875854492	0.25437334179878235	1.0	0.808	0.796
44	0.0009872913360595703	0.2524845600128174	0.9833333333333333	0.808	0.796
45	0.0009815692901611328	0.2502235174179077	1.0	0.808	0.796
46	0.001009225845336914	0.24851366877555847	0.9833333333333333	0.81	0.794
47	0.0013530254364013672	0.24717266857624054	0.9833333333333333	0.806	0.796
48	0.0009925365447998047	0.24590858817100525	1.0	0.806	0.796
49	0.0009851455688476562	0.24507583677768707	0.9833333333333333	0.808	0.797
50	0.0009975433349609375	0.2440458983182907	0.9833333333333333	0.81	0.794
